Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
LCM,Mall,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,22-05-2024 13:19,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
CIS,Mall,Metro Shoes,South Zone,South,Calicut,Kerala,22-05-2024 13:34,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,High price low quality,1,NEGATIVE,Product Quality
CHM,Mall,Mochi Shoes,South Zone,South,Calicut,Kerala,22-05-2024 13:36,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,High value low quality,1,NEGATIVE,Product Quality
BRV,High-Street,Walkway Shoes,West Zone,West,Vadodara,Gujarat,22-05-2024 14:01,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Please start point credit system on every purchase,4,POSITIVE,In-Store Experience
AJM,High-Street,Mochi Shoes,West Zone,West,Ajmer,Rajasthan,22-05-2024 14:53,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Niice job ... excellent stafff,5,POSITIVE,In-Store Experience
NIM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,22-05-2024 15:17,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amit Kumar is the best store person available. Thank you.,5,POSITIVE,In-Store Experience
KAL,High-Street,Metro Shoes,North Zone,North,Karnal,Haryana,22-05-2024 15:18,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Worst experience ever! First of all, please don't trust on paid reviews. I don't understand how this store has 4+ star reviews. My mother bought crocs flip flops worth Rs. 3500 from this store. I was with her when she bought it. She was promised that these are really comfortable blah blah blah even she expressed her worries that these flip flops has bit heel and not flat. She tried it at home and never wore it outside. We removed the tag but kept the tag. She didn't like it and went back to exchange it. The guy behaved horrible and rude and refused to exchange it, saying that you wore it outside and blatantly denied to even listen. No-one can say that if these flip flops were wore at all because they weren't.

DONOT SHOP AT THIS STORE. UNCIVILIZED STAFF.",1,NEGATIVE,In-Store Experience
KLU,Mall,Metro Shoes,South Zone,South,Kochi,Kerala,22-05-2024 15:26,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Poor customer service, sales persons were not ready to show next sizes , once they tried to push the most expensive  stuff, but I  wanted to  see other items.",1,NEGATIVE,In-Store Experience
DAM,Mall,Mochi Shoes,North Zone,North,New Delhi,Delhi,22-05-2024 15:26,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice… shopkeeper bhaiyya was very cooperative.,5,POSITIVE,In-Store Experience
CGV,Mall,Walkway Shoes,South Zone,South,Calicut,Kerala,22-05-2024 15:42,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good experience,5,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,22-05-2024 16:14,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice comfy shoes,5,POSITIVE,Product Quality
BMM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,22-05-2024 16:42,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Unergonomic footwear. Can't even return,1,NEGATIVE,Product Quality
BMM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,22-05-2024 16:42,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,I had gotten unergonomic footwear and the team was kind to support in exchanging them,5,POSITIVE,Product Assortment
HCV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,22-05-2024 18:05,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good quality,5,POSITIVE,Product Quality
JMM,High-Street,Mochi Shoes,West Zone,West,Jamnagar,Gujarat,22-05-2024 18:29,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service and salesmen ship.,5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,22-05-2024 18:50,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Always the best,5,POSITIVE,In-Store Experience
DEM,Mall,Mochi Shoes,North Zone,North,Ghaziabad,Uttar Pradesh,22-05-2024 19:33,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Location wise good but not much options available when I went there.
Staff behaviour was nice.
Availability of general items good.",3,NEUTRAL,In-Store Experience
RYM,High-Street,Mochi Shoes,West Zone,West,Rajkot,Gujarat,22-05-2024 19:49,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice really..... thanks,5,POSITIVE,In-Store Experience
PSM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,22-05-2024 20:04,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
PCM,High-Street,Mochi Shoes,North Zone,North,Pathankot,Punjab,22-05-2024 20:27,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
HLM,Mall,Mochi Shoes,South Zone,South,Hyderabad,Telangana,22-05-2024 21:12,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Awesome,5,POSITIVE,In-Store Experience
MOM,Mall,Mochi Shoes,South Zone,South,Mysore,Karnataka,22-05-2024 21:17,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Verify of shoes and humble staff. Good experience all together.,5,POSITIVE,In-Store Experience
AHM,High-Street,Mochi Shoes,North Zone,North,Allahabad,Uttar Pradesh,22-05-2024 21:17,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"So humble staff, wonderful purchasing",5,POSITIVE,In-Store Experience
HLM,Mall,Mochi Shoes,South Zone,South,Hyderabad,Telangana,22-05-2024 21:24,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection,4,POSITIVE,Product Assortment
NDV,High-Street,Walkway Shoes,West Zone,West,Nashik,Maharashtra,22-05-2024 21:41,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
NDV,High-Street,Walkway Shoes,West Zone,West,Nashik,Maharashtra,22-05-2024 21:41,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,perfect service provider staff Good Service thank you Walkway brand 👍,5,POSITIVE,Customer Service
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,22-05-2024 22:07,22-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The service was too good towards the client 🫶🏻🫶🏻,5,POSITIVE,In-Store Experience
BCV,Mall,Walkway Shoes,West Zone,West,Vadodara,Gujarat,23-05-2024 10:58,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great service n nice collection,5,POSITIVE,Product Assortment
BKQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,23-05-2024 11:18,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"One of crocs item search from store price was big variance (₹2000)
Relince trends footwear sale same item on less price.
Why company direct sale high price on other store?",1,NEGATIVE,Product Assortment
ANM,High-Street,Mochi Shoes,West Zone,West,Aurangabad,Maharashtra,23-05-2024 11:29,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,It was gr8 experience,5,POSITIVE,In-Store Experience
VAM,High-Street,Mochi Shoes,West Zone,West,Vapi,Gujarat,23-05-2024 11:34,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent Service,5,POSITIVE,In-Store Experience
NNM,High-Street,Mochi Shoes,West Zone,West,Nanded,Maharashtra,23-05-2024 12:08,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good quality.....but too costly,5,POSITIVE,Product Quality
BRM,High-Street,Mochi Shoes,West Zone,West,Vadodara,Gujarat,23-05-2024 13:12,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collection,5,POSITIVE,Product Assortment
LCM,Mall,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,23-05-2024 13:22,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Yours sales manager & personnel were very curious & soft spoken.,5,POSITIVE,In-Store Experience
CMV,High-Street,Walkway Shoes,West Zone,West,Mumbai,Maharashtra,23-05-2024 14:10,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great customer service!,5,POSITIVE,In-Store Experience
CSM,Mall,Mochi Shoes,East Zone,East,Kolkata,West Bengal,23-05-2024 14:11,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Nice collection, good supporting staff.",5,POSITIVE,In-Store Experience
CIQ,Mall,Crocs,South Zone,South,Kozhikode,Kerala,23-05-2024 14:49,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Bought literide worth 5k.. Worst experience. Low quality product.. And Poor customer service.,1,NEGATIVE,Product Quality
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,23-05-2024 14:54,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Friendly staff. Great collection,5,POSITIVE,In-Store Experience
PFQ,High-Street,Crocs,East Zone,East,Patna,Bihar,23-05-2024 15:07,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,23-05-2024 15:09,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,23-05-2024 15:29,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice deal.,3,NEUTRAL,Product Assortment
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,23-05-2024 15:31,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Vast variety of shoes available.,5,POSITIVE,Product Assortment
PDM,High-Street,Mochi Shoes,South Zone,South,Pondicherry,Pondicherry,23-05-2024 15:33,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent buying experience.,5,POSITIVE,In-Store Experience
PMW,Mall,Metro Shoes,West Zone,West,Pune,Maharashtra,23-05-2024 15:39,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The owner and assistant were very helpful. I asked for one help rgd shoes purchased online and both readily helped. Thank you! Bought Pro neutral cream polish from here.,5,POSITIVE,In-Store Experience
PBM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,23-05-2024 15:57,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,love their collection,4,POSITIVE,Product Assortment
PJM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,23-05-2024 16:38,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Altamash, we had a great time with you,thanks a lot for helping us in making choice",5,POSITIVE,Product Assortment
SAV,Mall,Walkway Shoes,West Zone,West,Surat,Gujarat,23-05-2024 16:43,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,4,POSITIVE,In-Store Experience
GTM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,23-05-2024 17:18,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice service,5,POSITIVE,In-Store Experience
FMS,Mall,Metro Shoes,South Zone,South,Bangaluru,Karnataka,23-05-2024 17:55,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"very poor quality, Rs 3200 shoe damaged in 4 months. Mr Kasif refuses to exchange as the warranty is 3 months for such high cost products. Never recommended to anyone.",1,NEGATIVE,Product Quality
APV,Mall,Walkway Shoes,West Zone,West,Aurangabad,Maharashtra,23-05-2024 17:59,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collection,5,POSITIVE,Product Assortment
PLM,Mall,Mochi Shoes,East Zone,East,Patna,Bihar,23-05-2024 18:20,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good experience,5,POSITIVE,In-Store Experience
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,23-05-2024 18:21,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Mr. Bijay is an excellent Sales person and helped us in getting our shoes in short period of time,5,POSITIVE,In-Store Experience
PDV,High-Street,Walkway Shoes,South Zone,South,Pondicherry,Pondicherry,23-05-2024 18:47,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good shopping experience,5,POSITIVE,In-Store Experience
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,23-05-2024 19:33,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice service,5,POSITIVE,In-Store Experience
IDV,High-Street,Walkway Shoes,West Zone,West,Indore,Madhya Pradesh,23-05-2024 20:44,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good product and service,5,POSITIVE,In-Store Experience
UDM,High-Street,Mochi Shoes,West Zone,West,Udaipur,Rajasthan,23-05-2024 20:45,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Great Experience …
Staff is very polite and cooperative with friendly Nature.
Thank you for great service ☺️
Must visit Once",5,POSITIVE,In-Store Experience
MTM,High-Street,Mochi Shoes,North Zone,North,Meerut,Uttar Pradesh,23-05-2024 21:13,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice staff!! Comfortable and stylish footwear… I like the collection!!,4,POSITIVE,In-Store Experience
MDR,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,23-05-2024 21:22,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Staff's are very kind and humble persons very 🙂👍,4,POSITIVE,In-Store Experience
PDM,High-Street,Mochi Shoes,South Zone,South,Pondicherry,Pondicherry,23-05-2024 21:39,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,23-05-2024 21:47,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amazing store experience! Good options,5,POSITIVE,In-Store Experience
LTM,High-Street,Mochi Shoes,West Zone,West,Latur,Maharashtra,23-05-2024 21:55,23-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Product price is very heigh,3,NEUTRAL,Product Pricing
JDV,High-Street,Walkway Shoes,East Zone,East,Dhanbad,Jharkhand,24-05-2024 08:02,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection with trained soft polite crew team,5,POSITIVE,Product Assortment
JIM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,24-05-2024 08:39,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice 👍,5,POSITIVE,In-Store Experience
CPM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,24-05-2024 09:15,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Got 4 pairs of footwears including shoes and heels
Shoe - the most uncomfortable to wear
Heel- it's skin tore before even wearing it.
No show socks- keep on coming off the foot while walking.
Too expensive and not worth the money.Rather than spending time in convincing customers to sell more products, please focus on improving the quality of the products you sell.",1,NEGATIVE,Product Quality
VLM,High-Street,Mochi Shoes,South Zone,South,Vellore,Tamil Nadu,24-05-2024 11:53,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"very nice and pleasant experience, No hanky panky, very neat and quick display of product to our taste. Will be a regular customer for Mochi, Vellore",5,POSITIVE,In-Store Experience
VVP,Mall,Metro Shoes,North Zone,North,Varanasi,Uttar Pradesh,24-05-2024 12:25,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent service,5,POSITIVE,In-Store Experience
DGM,High-Street,Mochi Shoes,North Zone,North,Ghaziabad,Uttar Pradesh,24-05-2024 13:45,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good varieties and cooperative salesmen,4,POSITIVE,Product Assortment
LKM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,24-05-2024 14:36,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good palace,5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,24-05-2024 14:44,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Good collection, got what we need wanted. Thanks to Iqbal ( sales)!",5,POSITIVE,Product Assortment
BPM,Mall,Mochi Shoes,West Zone,West,Bhopal,Madhya Pradesh,24-05-2024 15:12,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice,5,POSITIVE,In-Store Experience
CPM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,24-05-2024 16:17,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,My favorite for sandals,5,POSITIVE,Product Quality
MZM,Mall,Mochi Shoes,East Zone,East,Muzaffarpur,Bihar,24-05-2024 17:13,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good staff,5,POSITIVE,In-Store Experience
LHM,High-Street,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,24-05-2024 17:50,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,4,POSITIVE,In-Store Experience
CTQ,High-Street,Crocs,South Zone,South,Coimbatore,Tamil Nadu,24-05-2024 18:25,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"The salesperson asked mobile for downloading receipt and self rated reviews of my experience in store as good excellent etc.,The original experience is very few collections with very few size options.",1,NEGATIVE,In-Store Experience
GNM,High-Street,Mochi Shoes,South Zone,South,Guntur,Andhra Pradesh,24-05-2024 19:37,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very respectable staff I am very satisfied,5,POSITIVE,In-Store Experience
TKM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,24-05-2024 20:13,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Always, best in class",5,POSITIVE,In-Store Experience
BCM,High-Street,Mochi Shoes,East Zone,East,Bilaspur,Chhattisgarh,24-05-2024 20:25,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Very bad!! The same brand, colour and quality of crocs on the other shop was given 500 Rs. Discount and in our shop no discount was given. Infect in the other shop their was more variety of colours and designs.",1,NEGATIVE,Product Pricing
HSV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,24-05-2024 20:35,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Friendly staff,Excellent service,plenty of options and also best quality.",5,POSITIVE,Product Quality
BJM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,24-05-2024 20:49,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good collect,5,POSITIVE,Product Assortment
AHM,High-Street,Mochi Shoes,North Zone,North,Allahabad,Uttar Pradesh,24-05-2024 20:58,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Supporting staff with good conversation.,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,24-05-2024 20:59,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"As usual it's so comfort to wear and buying here.....
Althaf done a good job to us...

- pal",5,POSITIVE,In-Store Experience
DZM,Mall,Mochi Shoes,North Zone,North,Ghaziabad,Uttar Pradesh,24-05-2024 21:37,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Stylish comfortable collection,5,POSITIVE,Product Assortment
KPM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,24-05-2024 21:57,24-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Love it,5,POSITIVE,In-Store Experience
TMQ,High-Street,Crocs,South Zone,South,Thrissur,Kerala,25-05-2024 00:05,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,I had a great experience shopping here. The staff gave us proper guidance. He was patient with us even though we took a lot of trials to find the right pair.,5,POSITIVE,In-Store Experience
NVV,High-Street,Walkway Shoes,West Zone,West,Nanded,Maharashtra,25-05-2024 02:00,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
GKV,High-Street,Walkway Shoes,North Zone,North,Gorakhpur,Uttar Pradesh,25-05-2024 06:49,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good experience,4,POSITIVE,In-Store Experience
NIM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,25-05-2024 08:58,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"We had purchased a article from mochi showroom at great india palace noida, at the time of purchase size was not available at the showroom, so the concerned manager at showroom said about the delivery at our address, at showroom they charged for the article rs 4490...but when the article was delivered...on the slip cost was rs 2878 only....this interprets that u are charging double the cost then the concerned article...very bad thing....as customer trust is breaking and will shift from ur brand if this kind of things will take place...please look into it n proceed accordingly. Photos of both bills copies are attached.",4,POSITIVE,Product Pricing
MKM,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,25-05-2024 12:18,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The sales person was so nice and made sincere effort to get my requirement,5,POSITIVE,In-Store Experience
MFM,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,25-05-2024 12:47,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent customer service and we got the exact product we were looking for. Mochi is always our favourite,5,POSITIVE,In-Store Experience
PDV,High-Street,Walkway Shoes,South Zone,South,Pondicherry,Pondicherry,25-05-2024 13:39,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Came to purchase only 1 shoe but the quality made me to purchase shoe, sandal, sketchers shoe , slipper, belt etc.",5,POSITIVE,Product Quality
BFM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,25-05-2024 13:41,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Loved the two pairs of shoes we bought. Sales person was very courteous and helpful. Thank you! Will come back for more. :),5,POSITIVE,In-Store Experience
HDV,High-Street,Walkway Shoes,South Zone,South,Dharwad,Karnataka,25-05-2024 13:52,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"The staff is good.
There are no discounts. There are no any perks given. Today it was 5740/- bill but no discounts, no any gifts were given. I would suggest to add discounts. Inspite of being regular customer no discounts. Quality compared to other brands like catwalk and metro it's ok.",3,NEUTRAL,Product Quality
CLM,High-Street,Mochi Shoes,East Zone,East,Kolkata,West Bengal,25-05-2024 14:00,25-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Staff behaviour is good …overall satisfactory with this outlet,5,POSITIVE,In-Store Experience
