Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
KPM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,26-05-2024 21:04,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Was treated well and happy with the whole experience under the experienced hands of Wasim Qazi,5,POSITIVE,In-Store Experience
JRM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,26-05-2024 21:06,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amazing collection nice staff,5,POSITIVE,In-Store Experience
MRM,Mall,Mochi Shoes,South Zone,South,Mangalore,Karnataka,26-05-2024 21:09,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection,5,POSITIVE,Product Assortment
BQM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,26-05-2024 21:18,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Good collection and courteous, helpful staff to help choose the right wear.",5,POSITIVE,In-Store Experience
TVM,Mall,Mochi Shoes,West Zone,West,Thane,Maharashtra,26-05-2024 22:54,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Quality is very nice and excellent staff service,5,POSITIVE,Product Quality
PDM,High-Street,Mochi Shoes,South Zone,South,Pondicherry,Pondicherry,26-05-2024 22:59,26-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent service by Rajesh and Rafeek. Very warm and convincing.....,5,POSITIVE,In-Store Experience
AST,High-Street,Metro Shoes,West Zone,West,Ahmedabad,Gujarat,27-05-2024 10:39,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Metro is best service fuachar,5,POSITIVE,In-Store Experience
M6M,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,27-05-2024 10:52,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Wonderful service by Syed . Efficient, respectful and super polite",5,POSITIVE,In-Store Experience
SIM,High-Street,Mochi Shoes,East Zone,East,Siliguri,West Bengal,27-05-2024 11:35,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,A wide range of products and good service rendered by sales executive.Keep up the good work.,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,27-05-2024 12:07,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"First of all staff behaviour was not upto the mark,secondly shoes is lose,third quality is not good overall unsatisfied",1,NEGATIVE,In-Store Experience
MBQ,High-Street,Crocs,South Zone,South,Chennai,Tamil Nadu,27-05-2024 12:09,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,a product size was not available. They said that it will be available after a week. I am trying to call the number given. But nobody is picking up the call. How should I approach them?,2,NEGATIVE,Size Availability
SWM,High-Street,Mochi Shoes,West Zone,West,Surat,Gujarat,27-05-2024 13:18,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,All good,5,POSITIVE,In-Store Experience
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,27-05-2024 13:43,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good,5,POSITIVE,In-Store Experience
BFM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,27-05-2024 13:51,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good ladies collection,5,POSITIVE,Product Assortment
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,27-05-2024 14:40,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Mr. Nethaji at neelangari outlet, Chennai, was very supportive and spent enough time to choose the choice of mine.",5,POSITIVE,Product Assortment
VKM,High-Street,Mochi Shoes,North Zone,North,Varanasi,Uttar Pradesh,27-05-2024 16:22,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice services renu ji,5,POSITIVE,In-Store Experience
MMC,Mall,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,27-05-2024 16:28,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Have shopped sandals from this outlet so many times! Ms. Monisha has been very kind to attend me and always showed me the perfect models! Thank you for the wonderful shopping experience!,5,POSITIVE,In-Store Experience
JCM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,27-05-2024 16:51,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nlnice experiece … well services ..,5,POSITIVE,In-Store Experience
JDC,High-Street,Metro Shoes,West Zone,West,Jodhpur,Rajasthan,27-05-2024 17:33,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent service,5,POSITIVE,In-Store Experience
HCM,Mall,Mochi Shoes,South Zone,South,Hyderabad,Telangana,27-05-2024 18:00,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Appreciate,5,POSITIVE,In-Store Experience
KOO,High-Street,Metro Shoes,West Zone,West,Kota,Rajasthan,27-05-2024 18:12,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
VNM,High-Street,Mochi Shoes,North Zone,North,Varanasi,Uttar Pradesh,27-05-2024 18:32,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Service is excellent.
@ staff is very cooperative",5,POSITIVE,In-Store Experience
CTQ,High-Street,Crocs,South Zone,South,Coimbatore,Tamil Nadu,27-05-2024 19:33,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Poor service,2,NEGATIVE,In-Store Experience
CLM,High-Street,Mochi Shoes,East Zone,East,Kolkata,West Bengal,27-05-2024 21:17,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Very bad experience with high neck shoe bought from Esplanade showroom couple of years back. I occasionally use it during gatherings but now I saw thin line crack over stitched area on right shoe has started forming and it's automatically started tearing without any use. Hard to believe, how come leather shoe can tear without daily use when at the time of selling the product, shopkeeper told me, it's a pure leather shoe. Feel like cheated. Rs. 4000 is of no use now and I need permanent solution to this, sweet lines from Management will not work here. Share me grievance cell no or email Id for further correspondence.",1,NEGATIVE,In-Store Experience
AMR,High-Street,Metro Shoes,North Zone,North,Aligarh,Uttar Pradesh,27-05-2024 21:19,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Worst experience. The manager is a rude chauvinist.,1,NEGATIVE,In-Store Experience
VLM,High-Street,Mochi Shoes,South Zone,South,Vellore,Tamil Nadu,27-05-2024 21:25,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collections 😍,5,POSITIVE,Product Assortment
JJM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,27-05-2024 21:27,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice pitodekt,5,POSITIVE,In-Store Experience
DRS,Mall,Metro Shoes,North Zone,North,New Delhi,Delhi,27-05-2024 22:06,27-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Worst experience. Spent more than 10k.But within 1 day faced issue in size. Than shopkeeper and staff reaction were pathetic.
While shopping they were after us to buy there footwear.
But then their behaviour and support were worst.
I personally recommend never ever buy any expensive stuff from this pathetic store.",1,NEGATIVE,In-Store Experience
GGM,High-Street,Mochi Shoes,West Zone,West,Ganganagar,Rajasthan,28-05-2024 10:35,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Satisfactory,5,POSITIVE,In-Store Experience
CUQ,High-Street,Crocs,South Zone,South,Coimbatore,Tamil Nadu,28-05-2024 11:54,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,PPL are friendly,4,POSITIVE,In-Store Experience
BHR,High-Street,Metro Shoes,South Zone,South,Bangaluru,Karnataka,28-05-2024 13:18,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"100% duplicate products, even crocs customer support isnt accepting their products.

Bought crocs LiteRide, within 10days it got downsized and started choking my feet. And crocs mailid or customer care not responding including metro",1,NEGATIVE,Product Quality
BHR,High-Street,Metro Shoes,South Zone,South,Bangaluru,Karnataka,28-05-2024 13:24,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Used shoes on display, low quality products. Unprofessional response from management in real unlike on google",1,NEGATIVE,Product Quality
BWM,High-Street,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,28-05-2024 13:39,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Not much collection...same old collection r there since last 2 yrs....not budget friendly too,3,NEUTRAL,Product Assortment
RHM,High-Street,Mochi Shoes,East Zone,East,Ranchi,Jharkhand,28-05-2024 14:31,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Appreciated the service provided by Saad Alam,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,28-05-2024 16:39,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Fashion design quality very good,5,POSITIVE,Product Quality
BQM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,28-05-2024 16:41,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice experience I got a good collection and also staffs are very friendly,5,POSITIVE,In-Store Experience
M6M,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,28-05-2024 18:15,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice showroom will more varieties of footwear.,5,POSITIVE,Product Assortment
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,28-05-2024 18:18,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Got I wanted in just 10 mins. Good service.,5,POSITIVE,In-Store Experience
ADM,High-Street,Mochi Shoes,West Zone,West,Anand,Gujarat,28-05-2024 18:54,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
BZM,High-Street,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,28-05-2024 19:35,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Had a good assistance, nice collection",5,POSITIVE,Product Assortment
M1M,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,28-05-2024 20:03,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Best customer service by Veera, Alex and Surya with ample experience on products and I am very much happy for their service. Must visit for better experience",5,POSITIVE,In-Store Experience
JRM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,28-05-2024 20:49,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
AHM,High-Street,Mochi Shoes,North Zone,North,Allahabad,Uttar Pradesh,28-05-2024 20:55,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amazing experience with mochi...❤️🤞🏻,5,POSITIVE,In-Store Experience
JIM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,28-05-2024 22:38,28-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very very  very very very poor  owner and account service  very pooor double amout lete har chij ka bahut ghatiya sarvice h or upar se bat krne ki tamij na customer se  mere 3750  rs  refund na kr rhe 2 bar acct se payment le liya or upar se 1 payment k refund ka bolte h to bolte tamij na h bat krne ki pls aise showrrom se bach k rhe kitne dino de vhuma rhe h refund k liye or bol rhe h shop pr aakr cash le jao but now i came here in delhi itsss big cheater showroo.,1,NEGATIVE,In-Store Experience
M1M,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,29-05-2024 12:53,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice shop,5,POSITIVE,In-Store Experience
AGM,High-Street,Mochi Shoes,North Zone,North,Amritsar,Punjab,29-05-2024 13:05,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good store team,5,POSITIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,29-05-2024 13:20,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,It is very crowded but salesmen are usually tired and are unwilling to show different patterns or sizes. They simply refuse by saying this is what we have. Later while walking out I saw the shoes I was looking for. But I left because they are not willing to attend,2,NEGATIVE,In-Store Experience
MDM,High-Street,Mochi Shoes,North Zone,North,Moradabad,Uttar Pradesh,29-05-2024 14:43,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great experience,5,POSITIVE,In-Store Experience
CKP,High-Street,Metro Shoes,East Zone,East,Kanchrapara,West Bengal,29-05-2024 17:07,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Excellent collection, finally a place where good quality shoes and purses can be bought in the area. Very cordial and cooperative staffs 👍 A good experience every time we shop from there.",5,POSITIVE,Product Quality
LCM,Mall,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,29-05-2024 17:47,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Fabulous store,5,POSITIVE,In-Store Experience
FSM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,29-05-2024 18:27,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,nice,5,POSITIVE,In-Store Experience
GVM,Mall,Mochi Shoes,East Zone,East,Gangtok,Sikkim,29-05-2024 18:50,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice service 💯💯,5,POSITIVE,In-Store Experience
ANM,High-Street,Mochi Shoes,West Zone,West,Aurangabad,Maharashtra,29-05-2024 19:04,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very Good Experience.,5,POSITIVE,In-Store Experience
GNM,High-Street,Mochi Shoes,South Zone,South,Guntur,Andhra Pradesh,29-05-2024 19:10,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Cooperative and Patient staff . Sustainable , Classic and Trending variety at reasonable prices.",5,POSITIVE,In-Store Experience
PRM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,29-05-2024 20:21,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Awesome service with best product
Well behaved members of the store so helpful and humble…",5,POSITIVE,In-Store Experience
BFM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,29-05-2024 20:57,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Staff was attentive and helpful. We were in and out with our purchase within 10mins. Quick and on point suggestions. Their collection is also on point. Not too many items but exactly what you'd need. Very satisfied overall!,5,POSITIVE,In-Store Experience
DAM,Mall,Mochi Shoes,North Zone,North,New Delhi,Delhi,29-05-2024 21:13,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Everything was good,5,POSITIVE,In-Store Experience
M6M,Mall,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,29-05-2024 21:35,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice ambiance and talking..very pleasent....person,5,POSITIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,29-05-2024 22:10,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,I'll come there and express my thoughts. Really it's a very best show room for our middle class family. Hattsupp to you sir,5,POSITIVE,In-Store Experience
KNQ,High-Street,Crocs,South Zone,South,Kannur,Kerala,29-05-2024 23:03,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"ഫുൾ തട്ടിപ് 7k ചെരിപ് വാങ്ങി ,ബില്ല് തന്നില്ല ,ബില്ല് ചോദിച്ചപ്പോൾ ഫോണിൽ വരും എന്ന് ,1 month ആയി ഇത് വരെ വന്നില്ല ,സെയിൽസ് മാൻ അവന്റെ നമ്പറിൽ bill ചെയ്ത് ഡിസ്‌കൗണ്ട് അടിച്ചുമാറ്റി ,സ്ഥിരം വാങ്ങുന്ന എന്നോട് ഓഫർ ഇല്ലന്ന് പറഞ്ഞ് ,യല്ലെങ്കിൽ 500 rs discount കിട്ടാറുണ്ട് ബില്ലും കിട്ടാറുണ്ട് ,ഇത് അവന്റെ നമ്പറിൽ പോയിന്റ് ഉണ്ടാവാം അത് അവന് അടിച്ചു മാറ്റി",1,NEGATIVE,Product Pricing
VIM,Mall,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,29-05-2024 23:18,29-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Bought from Inorbit mall Mumbai Vashi, shoes start getting damaged within a week.
Using PU material but sold to me saying  genuine lather",1,NEGATIVE,Product Quality
BQQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,30-05-2024 00:00,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good service provided by the staff specially the manager was very approachable and has convincing power.. Great experience,5,POSITIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,30-05-2024 10:26,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Dosent open at given time. Arrogant staff.,2,NEGATIVE,In-Store Experience
B3M,Mall,Mochi Shoes,East Zone,East,Bhubaneshwar,Odisha,30-05-2024 11:10,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good experience,5,POSITIVE,In-Store Experience
NOM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,30-05-2024 13:54,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,5,POSITIVE,In-Store Experience
IFM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,30-05-2024 14:17,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Great experience,5,POSITIVE,In-Store Experience
LHM,High-Street,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,30-05-2024 15:12,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice experience,5,POSITIVE,In-Store Experience
RMM,Mall,Mochi Shoes,East Zone,East,Raipur,Chhattisgarh,30-05-2024 15:43,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
BFQ,Mall,Crocs,South Zone,South,Bangaluru,Karnataka,30-05-2024 16:11,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,2,NEGATIVE,In-Store Experience
CMM,Mall,Mochi Shoes,East Zone,East,Kolkata,West Bengal,30-05-2024 16:30,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,5,POSITIVE,In-Store Experience
JIM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,30-05-2024 16:35,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
LPM,Mall,Mochi Shoes,North Zone,North,Lucknow,Uttar Pradesh,30-05-2024 16:42,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent,4,POSITIVE,In-Store Experience
JAM,High-Street,Mochi Shoes,North Zone,North,Jalandhar,Punjab,30-05-2024 17:10,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The staffs were really good,5,POSITIVE,In-Store Experience
MTM,High-Street,Mochi Shoes,North Zone,North,Meerut,Uttar Pradesh,30-05-2024 17:48,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good behaviour and must attract customer,5,POSITIVE,In-Store Experience
PFQ,High-Street,Crocs,East Zone,East,Patna,Bihar,30-05-2024 17:51,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,4,POSITIVE,In-Store Experience
GTM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,30-05-2024 18:17,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
AHM,High-Street,Mochi Shoes,North Zone,North,Allahabad,Uttar Pradesh,30-05-2024 18:23,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice,5,POSITIVE,In-Store Experience
HFM,Mall,Mochi Shoes,South Zone,South,Hyderabad,Telangana,30-05-2024 18:59,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Had a good experience at store
Mr. Mohamad shows very well and is very patient",5,POSITIVE,In-Store Experience
NIM,Mall,Mochi Shoes,North Zone,North,Noida,Uttar Pradesh,30-05-2024 19:29,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent shopping experience,5,POSITIVE,In-Store Experience
MTM,High-Street,Mochi Shoes,North Zone,North,Meerut,Uttar Pradesh,30-05-2024 19:35,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Polite and helpful staff, nice experience",5,POSITIVE,In-Store Experience
JIM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,30-05-2024 19:46,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Best service provided by entire team of store.
Excellent collection same as service..
Good luck to all staff",5,POSITIVE,In-Store Experience
JIM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,30-05-2024 19:51,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Awesome service 😊..
Everyone should visit Malviya nagar, mochi store for best collection and service...
They repaired my shoe which I bought before 3 years..",5,POSITIVE,Product Assortment
PKM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,30-05-2024 20:18,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice shop n collection,5,POSITIVE,Product Assortment
DSM,High-Street,Mochi Shoes,North Zone,North,New Delhi,Delhi,30-05-2024 20:31,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice service by Mr shahid,5,POSITIVE,In-Store Experience
THM,High-Street,Mochi Shoes,South Zone,South,Trichy,Tamil Nadu,30-05-2024 20:34,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good quality stuff and cordial staff 👍👍,5,POSITIVE,Product Quality
TLQ,Mall,Crocs,South Zone,South,Trivandrum,Kerala,30-05-2024 21:03,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The worst experience i ever had from a shop ..especially from lulu mall ...Never expected this much disgusting behaviour from the staff of such premium brand...The guy ( staff- a tall guy) who showed me things was not intersted to show anything and he was like pls go and find some local things for u...Though i went there surely to puchase a pair of clogs ...i didn't because of the staff behaviour...Extremely pathetic...,1,NEGATIVE,In-Store Experience
KRV,High-Street,Walkway Shoes,South Zone,South,Krishnanagar,Tamil Nadu,30-05-2024 21:11,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice experience...,5,POSITIVE,In-Store Experience
TSQ,High-Street,Crocs,South Zone,South,Tiruchirappalli,Tamil Nadu,30-05-2024 21:12,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Limited collection,4,POSITIVE,Product Assortment
KMM,High-Street,Mochi Shoes,West Zone,West,Navi Mumbai,Maharashtra,30-05-2024 22:27,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collection and service at this centre,5,POSITIVE,Product Assortment
VLM,High-Street,Mochi Shoes,South Zone,South,Vellore,Tamil Nadu,30-05-2024 23:09,30-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice customer service,4,POSITIVE,In-Store Experience
PSM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,31-05-2024 00:02,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Amazing  collection .
Very  co operative staff",4,POSITIVE,In-Store Experience
ANM,High-Street,Mochi Shoes,West Zone,West,Aurangabad,Maharashtra,31-05-2024 10:37,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The Staff where Helpful,4,POSITIVE,In-Store Experience
GTM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,31-05-2024 11:59,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice collection and courteous staff,5,POSITIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,31-05-2024 12:02,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good everything,5,POSITIVE,In-Store Experience
CDM,High-Street,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,31-05-2024 12:22,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Zero customer service, was here and asked the guy to show me and he simply responded go check yourself!! This is the kind of service they offer.",1,NEGATIVE,In-Store Experience
SMM,High-Street,Mochi Shoes,West Zone,West,Sangli,Maharashtra,31-05-2024 15:43,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,4,POSITIVE,In-Store Experience
CFM,Mall,Mochi Shoes,South Zone,South,Coimbatore,Tamil Nadu,31-05-2024 15:43,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
COM,Mall,Mochi Shoes,North Zone,North,Chandigarh,Chandigarh,31-05-2024 16:07,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice experience,5,POSITIVE,In-Store Experience
CTR,High-Street,Metro Shoes,South Zone,South,Coimbatore,Tamil Nadu,31-05-2024 16:13,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent customer service and store ambience was great. Very helpful staffs and very soft spoken Store manager They're are really good they help you to find great styles,5,POSITIVE,In-Store Experience
BOM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,31-05-2024 16:20,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good job,5,POSITIVE,In-Store Experience
MVS,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,31-05-2024 17:28,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Worst customer service with sharif the manager may be such a shame the way he shows his body language towards a client who is upset that the work is not done properly and misplaced the bag which was given at the time of handing over the item for service

The service is done nothing just gumming and charged me 300
Such a shame disgusting I have been a regular customer to this store but such a shame they behave like this",1,NEGATIVE,In-Store Experience
JRM,High-Street,Mochi Shoes,West Zone,West,Jaipur,Rajasthan,31-05-2024 17:29,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Amazing service with great designs and best quality products. Madan was nice.,5,POSITIVE,Product Quality
GUM,High-Street,Mochi Shoes,East Zone,East,Guwahati,Assam,31-05-2024 18:31,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I've been a very old customer of this showroom. Today, the sales personal were too good and supportive as always but felt uncomfortable because the AC's were not working at all. Even the showroom staff is frustrated because there's extreme heat going on. Mochi needs to look into this matter asap.",3,NEUTRAL,In-Store Experience
KLU,Mall,Metro Shoes,South Zone,South,Kochi,Kerala,31-05-2024 18:37,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"It used to be a good brand but now the quality has dropped terrifically
Within 2 months of occasional use my sandals are damaged",1,NEGATIVE,Product Quality
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,31-05-2024 19:30,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent products and customer service,5,POSITIVE,In-Store Experience
BOM,Mall,Mochi Shoes,South Zone,South,Bangaluru,Karnataka,31-05-2024 20:40,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good customer service,5,POSITIVE,In-Store Experience
LIM,Mall,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,31-05-2024 21:13,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Masiuddin Shaikh is always the thorough professional with a smile !,5,POSITIVE,In-Store Experience
MEM,High-Street,Mochi Shoes,West Zone,West,Mumbai,Maharashtra,31-05-2024 21:16,31-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,4,POSITIVE,In-Store Experience
